name,glon,glat,ts,r95,curvature,Fp,Ep,source type
4FGL J1844.4-0345,28.798,-0.157,926.886,0.027,1.015,160.830,1.764,young
4FGL J1844.8-0957,23.295,-3.042,65.400,0.084,0.395,0.782,0.685,UNID-PSR
4FGL J1845.0+0159,33.975,2.339,64.852,0.075,2.030,1.230,2.660,MSP
4FGL J1845.8-2521,9.518,-10.112,241.400,0.043,0.777,1.669,0.914,UNID-PSR
4FGL J1846.0+0507,36.892,3.529,151.515,0.045,0.786,1.262,2.365,UNID-PSR
4FGL J1846.3+0919,40.697,5.353,5237.829,0.013,1.006,122.998,2.117,young
4FGL J1847.0-0625,26.713,-1.919,93.005,0.064,0.853,1.183,1.900,UNID-PSR
4FGL J1847.2-0141,30.928,0.196,271.247,0.054,0.863,62.240,0.990,UNID-PSR
4FGL J1847.2-0200,30.563,0.052,53.125,0.145,1.944,8.404,2.201,UNID-PSR
4FGL J1847.5-0859,24.468,-3.224,41.296,0.219,0.597,1.611,0.357,UNID-PSR
4FGL J1847.7-0125,31.398,0.324,41.092,0.121,1.034,3.241,1.852,UNID-PSR
4FGL J1847.7-3433,1.127,-14.235,88.751,0.075,0.611,0.197,1.109,UNID-PSR
4FGL J1848.2-1309,20.807,-5.253,26.579,0.133,1.548,0.181,1.869,UNID-PSR
4FGL J1849.0-1826,16.159,-7.790,69.966,0.086,0.687,0.413,0.694,UNID-PSR
4FGL J1849.1-0652,26.551,-2.624,55.131,0.078,0.574,0.445,1.262,UNID-PSR
4FGL J1849.4-0117,31.536,-0.209,71.095,0.155,0.325,7.146,0.660,UNID-PSR
4FGL J1850.8-1105,22.900,-4.871,104.808,0.116,0.609,1.021,0.729,UNID-PSR
4FGL J1851.0+1558,47.161,7.274,67.860,0.083,0.726,0.321,0.749,UNID-PSR
4FGL J1851.5+0718,39.468,3.298,143.311,0.068,1.226,2.444,2.058,UNID-PSR
4FGL J1852.2-1309,21.277,-6.140,108.415,0.048,1.669,0.707,2.346,MSP
4FGL J1852.6+0203,34.911,0.652,130.428,0.068,0.658,8.463,1.382,UNID-PSR
4FGL J1852.7-1242,21.724,-6.056,46.351,0.098,0.905,0.263,1.403,UNID-PSR
4FGL J1853.0-0956,24.164,-4.928,90.116,0.124,0.909,0.974,0.886,UNID-PSR
4FGL J1853.6-0620,27.505,-3.345,99.104,0.087,0.570,1.091,0.906,UNID-PSR
4FGL J1853.8-1107,23.345,-5.497,74.486,0.108,1.109,0.720,0.978,UNID-PSR
4FGL J1854.1+0142,34.845,0.052,150.535,0.069,0.868,29.379,1.326,UNID-PSR
4FGL J1854.7-0716,26.812,-4.038,37.595,0.139,1.066,0.284,1.318,UNID-PSR
4FGL J1854.7+0153,35.031,0.226,108.695,0.056,0.680,8.404,1.926,UNID-PSR
4FGL J1855.3-0740,26.404,-4.455,99.427,0.175,1.394,3.171,0.494,UNID-PSR
4FGL J1855.6-3603,0.223,-16.348,41.048,0.093,1.747,0.095,1.839,UNID-PSR
4FGL J1855.8+0150,35.064,-0.156,149.879,0.073,0.299,28.157,0.550,UNID-PSR
4FGL J1856.3-0548,28.319,-3.739,47.251,0.161,0.967,0.868,0.697,UNID-PSR
4FGL J1856.5+1735,49.256,6.836,188.184,0.050,0.626,1.270,0.670,UNID-PSR
4FGL J1856.7+0125,34.762,-0.484,1226.739,0.033,1.127,883.256,0.715,UNID-PSR
4FGL J1856.7-0116,32.349,-1.735,37.922,0.203,0.957,1.121,0.844,UNID-PSR
4FGL J1857.6+0143,35.128,-0.755,175.545,0.094,0.460,37.398,0.501,young
4FGL J1857.8-3220,4.066,-15.360,91.064,0.063,1.144,0.263,1.412,UNID-PSR
4FGL J1858.0-1052,24.002,-6.382,109.069,0.075,0.790,1.921,0.470,UNID-PSR
4FGL J1858.3-5424,342.054,-22.714,259.135,0.047,0.688,0.529,1.524,MSP
4FGL J1858.5-4446,351.969,-19.933,126.038,0.060,0.737,0.240,0.807,UNID-PSR
4FGL J1858.6-0746,26.813,-5.138,56.146,0.088,1.486,0.370,1.626,UNID-PSR
4FGL J1858.9+3636,67.007,14.394,90.477,0.082,0.807,0.115,1.024,UNID-PSR
4FGL J1859.2-0706,27.444,-4.981,66.893,0.074,0.683,0.265,1.727,UNID-PSR
4FGL J1859.3+0058,34.699,-1.310,78.512,0.067,0.418,2.397,1.867,UNID-PSR
4FGL J1900.4+0339,37.216,-0.343,230.443,0.052,0.912,28.157,1.218,UNID-PSR
4FGL J1900.9+0538,39.052,0.481,39.272,0.090,0.984,1.918,1.573,UNID-PSR
4FGL J1901.1+0730,40.707,1.251,141.405,0.042,0.634,3.289,1.863,UNID-PSR
4FGL J1901.4-0126,32.800,-2.896,933.441,0.030,0.483,22.149,0.850,MSP
4FGL J1901.5-1112,24.064,-7.288,77.218,0.079,0.574,0.608,0.692,UNID-PSR
4FGL J1901.8-0718,27.587,-5.606,205.482,0.053,0.341,2.304,0.428,UNID-PSR
4FGL J1902.0-5105,345.659,-22.376,4115.829,0.018,0.457,25.536,0.575,MSP
4FGL J1902.4-3417,2.433,-16.973,68.931,0.094,1.258,0.233,0.902,UNID-PSR
4FGL J1902.5+0654,40.345,0.700,118.650,0.044,0.493,2.702,1.918,UNID-PSR
4FGL J1902.8-0855,26.261,-6.587,76.457,0.135,1.161,1.084,0.618,UNID-PSR
4FGL J1903.4-7053,324.361,-26.500,937.245,0.025,0.878,1.695,2.415,MSP
4FGL J1903.4-0400,30.725,-4.503,51.799,0.185,0.884,0.933,0.601,UNID-PSR
4FGL J1904.0-5925,336.889,-24.688,112.026,0.064,0.989,0.146,1.146,UNID-PSR
4FGL J1904.4-1129,24.158,-7.986,44.121,0.087,1.226,0.196,1.828,MSP
4FGL J1904.7-0708,28.067,-6.216,679.378,0.028,0.559,8.717,0.718,UNID-PSR
4FGL J1906.0-1718,18.976,-10.945,84.771,0.061,1.562,0.256,1.904,UNID-PSR
4FGL J1906.1+1651,49.607,4.446,132.675,0.046,1.475,0.521,3.335,UNID-PSR
4FGL J1906.4-2001,16.470,-12.168,67.444,0.083,1.334,0.296,1.084,UNID-PSR
4FGL J1906.4+0723,41.221,0.053,1571.938,0.022,0.443,249.060,0.562,young
4FGL J1906.9+0712,41.130,-0.154,772.025,0.025,0.383,82.062,1.084,UNID-PSR
4FGL J1907.9+0602,40.183,-0.897,27051.796,0.010,0.426,6609.312,0.964,young
4FGL J1908.8-0131,33.542,-4.565,726.216,0.034,0.920,9.976,1.496,UNID-PSR
4FGL J1909.2+4646,77.463,16.532,101.922,0.066,1.174,0.093,1.864,UNID-PSR
4FGL J1910.1-4704,350.281,-22.525,70.681,0.098,0.919,0.156,0.888,UNID-PSR
4FGL J1910.7-5320,343.656,-24.233,163.824,0.052,0.636,0.353,0.627,MSP
4FGL J1911.4-4856,348.350,-23.245,111.507,0.060,1.684,0.198,1.842,UNID-PSR
4FGL J1911.8+0903,43.297,-0.323,43.007,0.067,0.727,3.078,5.446,UNID-PSR
4FGL J1912.0+0927,43.604,-0.178,50.625,0.104,0.363,5.436,0.508,UNID-PSR
4FGL J1912.7+4610,77.218,15.773,182.789,0.058,0.719,0.238,1.060,UNID-PSR
4FGL J1913.2+2342,56.505,6.080,28.535,0.115,1.198,0.110,1.402,UNID-PSR
4FGL J1913.3+0905,43.514,-0.694,224.419,0.046,1.035,9.940,2.376,young
4FGL J1913.4-1526,21.442,-11.755,137.927,0.048,1.729,0.466,2.064,UNID-PSR
4FGL J1914.6-1157,24.801,-10.511,84.295,0.071,0.880,0.708,0.624,UNID-PSR
4FGL J1915.7-0846,27.811,-9.377,38.756,0.102,1.315,0.195,1.256,UNID-PSR
4FGL J1916.8-3025,7.511,-18.407,643.954,0.023,0.912,2.310,2.948,UNID-PSR
4FGL J1917.6-3204,5.942,-19.117,140.325,0.065,1.055,0.381,1.510,UNID-PSR
4FGL J1919.1+2354,57.279,4.972,144.691,0.077,0.769,1.188,0.809,MSP
4FGL J1920.0-2622,11.784,-17.571,81.141,0.069,0.820,0.179,1.297,UNID-PSR
4FGL J1921.1+1930,53.606,2.491,121.804,0.070,0.432,1.767,0.570,MSP
4FGL J1921.4+0136,37.808,-5.919,491.839,0.029,0.484,3.554,1.696,MSP
4FGL J1922.4+1453,49.767,0.103,93.462,0.155,0.779,28.969,0.332,UNID-PSR
4FGL J1922.7+1428,49.358,-0.178,157.218,0.065,1.097,14.495,1.675,UNID-PSR
4FGL J1924.8-1035,27.166,-12.168,358.657,0.032,0.961,2.106,2.077,UNID-PSR
4FGL J1925.2+1600,50.976,0.007,137.929,0.078,0.806,13.840,0.718,UNID-PSR
4FGL J1925.3+1522,50.410,-0.310,87.223,0.104,1.027,6.628,0.888,UNID-PSR
4FGL J1927.4+0253,39.701,-6.671,95.874,0.082,0.990,0.567,1.049,UNID-PSR
4FGL J1929.0+1729,52.686,-0.055,134.266,0.071,1.101,6.409,1.615,UNID-PSR
4FGL J1931.0+1754,53.277,-0.301,71.703,0.151,1.001,3.934,0.941,UNID-PSR
4FGL J1931.1+1656,52.446,-0.766,692.091,0.046,0.484,97.701,0.358,UNID-PSR
4FGL J1932.2+2221,57.386,1.614,78.925,0.086,0.636,1.438,0.985,young
4FGL J1932.3+1916,54.658,0.078,3377.037,0.020,0.748,319.642,0.715,young
4FGL J1934.2-1446,24.374,-16.118,78.584,0.124,0.801,0.626,0.393,UNID-PSR
4FGL J1935.2+2029,56.059,0.040,230.561,0.078,0.748,16.984,0.597,young
4FGL J1936.6+1921,55.299,-0.753,63.470,0.113,0.816,1.426,0.969,UNID-PSR
4FGL J1939.6+2135,57.526,-0.287,328.013,0.044,0.449,15.275,0.632,MSP
4FGL J1940.2-2511,14.675,-21.337,118.840,0.065,0.843,0.259,1.233,UNID-PSR
4FGL J1943.9+2841,64.182,2.365,66.225,0.111,1.056,0.467,1.449,UNID-PSR
4FGL J1944.3-5347,344.144,-29.219,39.630,0.110,2.000,0.072,2.084,UNID-PSR
4FGL J1944.8+4301,76.827,9.271,173.949,0.035,0.780,0.229,2.756,UNID-PSR
4FGL J1946.5-1527,24.846,-18.982,50.130,0.062,1.271,0.080,2.851,UNID-PSR
4FGL J1946.5-5402,343.887,-29.571,1641.543,0.025,1.001,6.315,1.290,MSP
4FGL J1947.0+0031,39.847,-12.073,67.294,0.058,1.482,0.140,3.227,UNID-PSR
4FGL J1947.6-1121,28.918,-17.560,91.024,0.054,0.999,0.195,2.027,MSP
4FGL J1948.1+2511,61.636,-0.228,59.094,0.140,2.000,2.073,1.231,UNID-PSR
4FGL J1948.9+3414,69.493,4.189,114.173,0.066,0.811,0.418,1.632,UNID-PSR
4FGL J1949.2-1453,25.677,-19.398,112.369,0.048,0.562,0.194,1.607,UNID-PSR
4FGL J1950.6+2416,61.080,-1.206,81.393,0.111,1.037,2.115,0.985,MSP
4FGL J1951.0+2523,62.196,-0.659,141.440,0.110,1.046,5.608,0.787,UNID-PSR
4FGL J1951.6+2621,62.957,-0.232,85.013,0.099,0.629,2.045,0.814,UNID-PSR
4FGL J1952.9+3252,68.772,2.823,26191.649,0.011,0.519,1511.151,0.963,young
4FGL J1954.3+2836,65.249,0.370,12377.713,0.012,0.484,845.151,1.169,young
4FGL J1954.5+2420,61.641,-1.892,88.710,0.107,0.904,1.658,0.975,UNID-PSR
4FGL J1954.8+2543,62.830,-1.300,91.114,0.131,0.697,2.605,0.524,UNID-PSR
4FGL J1957.6+5033,84.587,11.016,7396.176,0.017,0.924,86.868,0.676,young
4FGL J1958.7+2846,65.887,-0.359,14260.892,0.012,0.576,1091.669,1.005,young
4FGL J1959.5+2048,59.199,-4.705,1519.446,0.031,0.668,19.495,0.772,MSP
4FGL J2004.9+3421,71.321,1.441,39.241,0.121,0.606,0.624,0.952,UNID-PSR
4FGL J2006.2+3102,68.675,-0.538,187.266,0.043,0.762,2.311,2.107,young
4FGL J2006.4+0147,43.392,-15.785,286.798,0.035,0.526,0.484,3.391,MSP
4FGL J2007.2-3157,9.648,-29.106,91.247,0.048,1.060,0.151,3.656,UNID-PSR
4FGL J2007.9+2511,63.974,-3.969,122.379,0.068,1.192,0.903,1.972,UNID-PSR
4FGL J2009.9-2116,21.307,-26.341,91.446,0.057,0.927,0.131,2.470,UNID-PSR
4FGL J2017.7-1612,27.325,-26.212,659.071,0.028,0.387,1.274,1.650,MSP
4FGL J2017.9+3625,74.515,0.381,5593.384,0.017,0.763,739.557,0.829,young
4FGL J2021.1+3651,75.230,0.106,121991.603,0.009,0.577,31246.131,0.975,young
4FGL J2021.5+4026,78.230,2.082,211696.415,0.009,0.695,110100.517,0.789,young
4FGL J2022.3+3840,76.858,0.929,431.533,0.045,0.664,51.671,0.316,young
4FGL J2022.6+3716,75.894,0.223,73.774,0.142,0.990,2.664,1.003,UNID-PSR
4FGL J2026.0+4718,84.362,5.321,56.396,0.064,0.948,0.242,1.924,UNID-PSR
4FGL J2026.3+1431,57.278,-13.451,224.272,0.041,0.528,0.316,1.802,UNID-PSR
4FGL J2027.0+2811,68.833,-5.882,436.087,0.040,1.752,5.661,0.923,UNID-PSR
4FGL J2028.3+3331,73.365,-3.013,8211.653,0.015,1.059,387.480,1.403,young
4FGL J2030.0+3641,76.127,-1.439,4271.645,0.017,0.788,197.625,1.590,young
4FGL J2030.9+4416,82.358,2.882,3920.302,0.019,0.956,235.667,1.079,young
4FGL J2031.7+3138,72.246,-4.734,58.513,0.104,0.901,0.248,1.567,UNID-PSR
4FGL J2032.2+4127,80.231,1.025,19927.392,0.010,0.612,2081.410,2.624,young
4FGL J2035.0+3632,76.601,-2.346,1028.033,0.024,1.248,19.083,2.807,MSP
4FGL J2036.2-0207,43.522,-24.193,62.939,0.071,0.994,0.077,1.541,MSP
4FGL J2038.4+4212,81.587,0.528,169.908,0.073,0.910,7.773,1.287,UNID-PSR
4FGL J2039.4-3616,6.324,-36.521,352.246,0.050,0.893,0.886,1.187,MSP
4FGL J2039.5-5617,341.261,-37.145,3273.302,0.017,0.323,9.789,1.246,MSP
4FGL J2041.1+4736,86.094,3.458,1290.122,0.025,0.718,25.460,1.117,UNID-PSR
4FGL J2042.2+0245,48.977,-23.039,501.052,0.048,1.127,2.188,0.822,MSP
4FGL J2043.3+1711,61.921,-15.320,6308.398,0.014,0.392,38.049,1.971,MSP
4FGL J2043.7+2741,70.626,-9.145,813.371,0.032,0.835,5.871,0.766,young
4FGL J2043.9-4802,351.625,-38.279,461.037,0.034,0.979,0.853,1.569,UNID-PSR
4FGL J2045.9-6835,326.093,-35.466,355.302,0.037,1.219,0.466,1.703,MSP
4FGL J2046.1-1626,30.084,-32.614,172.608,0.048,0.962,0.252,1.430,UNID-PSR
4FGL J2047.3+1051,57.063,-19.699,427.339,0.031,0.381,0.594,2.543,MSP
4FGL J2050.0+4114,82.065,-1.701,98.641,0.071,0.213,2.154,0.251,UNID-PSR
4FGL J2050.4-3015,14.267,-37.788,45.232,0.145,1.868,0.086,1.455,UNID-PSR
4FGL J2051.0-0826,39.199,-30.399,222.678,0.044,0.890,0.346,2.179,MSP
4FGL J2051.7+5051,89.723,4.128,443.119,0.040,0.998,6.219,1.588,UNID-PSR
4FGL J2052.1+5539,93.369,7.257,40.297,0.142,1.233,0.222,1.039,UNID-PSR
4FGL J2052.7+1218,59.137,-20.010,208.110,0.043,0.630,0.357,1.762,MSP
4FGL J2054.2+6904,104.373,15.299,250.001,0.039,0.821,0.702,0.894,UNID-PSR
4FGL J2055.8+1545,62.541,-18.611,38.832,0.094,0.171,0.028,0.577,MSP
4FGL J2055.8+2540,70.696,-12.520,18895.981,0.012,0.863,357.081,1.143,young
4FGL J2056.4-5922,336.967,-38.908,150.068,0.062,0.897,0.175,1.183,UNID-PSR
4FGL J2058.0+3338,77.258,-7.839,76.355,0.058,1.352,0.146,2.111,UNID-PSR
4FGL J2101.8+5044,90.622,2.712,26.782,0.845,1.147,0.917,0.696,UNID-PSR
4FGL J2108.0+5155,92.196,2.942,278.265,0.067,0.664,9.057,0.790,UNID-PSR
4FGL J2110.7+5129,92.003,2.260,48.722,0.258,0.956,3.084,0.264,UNID-PSR
4FGL J2111.4+4606,88.313,-1.453,6920.265,0.015,0.406,121.248,1.273,young
4FGL J2112.5-3043,14.893,-42.434,3996.788,0.015,0.986,26.199,2.209,UNID-PSR
4FGL J2114.3+5023,91.743,1.147,249.564,0.046,0.400,4.225,0.640,UNID-PSR
4FGL J2114.8+6000,98.746,7.730,39.812,0.125,1.810,0.245,0.996,UNID-PSR
4FGL J2115.1+5449,95.032,4.108,535.227,0.033,0.588,3.952,2.069,MSP
4FGL J2116.2+3701,82.328,-8.376,421.067,0.047,1.151,2.963,0.688,young
4FGL J2117.9+3729,82.878,-8.278,231.189,0.038,0.698,0.509,1.627,UNID-PSR
4FGL J2120.0+5257,94.174,2.304,40.350,0.090,0.693,0.373,1.365,UNID-PSR
4FGL J2120.3+5227,93.884,1.921,46.397,0.148,1.165,1.105,0.936,UNID-PSR
4FGL J2120.5+4331,87.651,-4.540,38.033,0.337,0.804,0.333,0.505,UNID-PSR
4FGL J2124.7-3358,10.925,-45.446,14517.895,0.012,0.769,173.224,1.863,MSP
4FGL J2124.9-2433,24.006,-43.835,55.563,0.094,1.996,0.060,1.733,UNID-PSR
4FGL J2129.8-0428,48.924,-36.952,967.372,0.029,0.587,2.063,1.450,MSP
4FGL J2133.1-6432,328.764,-41.284,635.937,0.035,1.120,1.203,1.289,UNID-PSR
4FGL J2140.0+4716,92.642,-4.024,3839.679,0.023,1.097,78.399,0.931,young
4FGL J2144.2+7709,113.120,18.000,70.448,0.060,2.000,0.137,2.829,UNID-PSR
4FGL J2201.0-6928,321.298,-41.062,278.353,0.042,1.157,0.250,1.693,UNID-PSR
4FGL J2205.5+6016,103.696,3.690,41.409,0.087,0.317,0.167,0.358,MSP
4FGL J2212.4+0708,68.811,-38.472,387.296,0.039,0.828,1.052,1.151,UNID-PSR
4FGL J2214.6+3000,86.860,-21.672,12423.180,0.013,0.730,95.634,1.744,MSP
4FGL J2215.6+5135,99.866,-4.166,2925.187,0.021,0.387,14.881,1.473,MSP
4FGL J2218.8+4736,98.074,-7.751,157.111,0.053,0.961,0.284,1.395,UNID-PSR
4FGL J2219.7-6837,320.713,-42.878,331.085,0.033,0.893,0.254,2.209,UNID-PSR
4FGL J2220.8+6319,106.961,5.233,352.425,0.050,0.673,10.075,0.431,UNID-PSR
4FGL J2221.6+6349,107.294,5.626,93.538,0.085,0.707,1.376,0.388,UNID-PSR
4FGL J2227.1+6455,108.491,6.106,61.984,0.090,0.486,0.872,0.329,UNID-PSR
4FGL J2230.6+6619,109.540,7.240,47.137,0.096,0.513,0.427,0.438,UNID-PSR
4FGL J2233.3+6530,109.231,6.370,184.814,0.079,1.209,2.984,0.733,UNID-PSR
4FGL J2234.7+0943,76.279,-40.454,1353.351,0.023,0.401,4.268,1.438,MSP
4FGL J2238.5+5903,106.568,0.483,8190.250,0.015,0.526,287.166,0.713,young
4FGL J2240.6+5833,106.575,-0.105,385.638,0.041,0.704,4.260,1.073,young
4FGL J2241.4-8327,307.097,-32.586,185.485,0.041,0.719,0.244,1.607,UNID-PSR
4FGL J2241.7-5236,337.442,-54.937,8804.134,0.013,0.896,60.620,1.771,MSP
4FGL J2250.5+3305,95.610,-23.295,373.412,0.051,1.158,1.089,0.843,UNID-PSR
4FGL J2256.5+6212,109.944,2.189,70.645,0.114,1.166,0.946,1.067,UNID-PSR
4FGL J2256.8-1024,59.246,-58.285,1174.629,0.028,0.458,2.379,1.281,MSP
4FGL J2302.7+4443,103.401,-14.000,13092.161,0.011,0.572,125.774,2.321,MSP
4FGL J2310.0-0555,69.679,-57.899,801.351,0.031,0.879,1.815,1.760,MSP
4FGL J2317.8+6140,112.023,0.844,91.945,0.074,0.430,0.881,0.692,UNID-PSR
4FGL J2333.1-5527,324.125,-58.360,652.291,0.034,0.836,0.612,1.301,MSP
4FGL J2339.6-0533,81.341,-62.479,8219.737,0.014,0.493,46.015,2.540,MSP
4FGL J2342.4-4739,331.597,-65.428,402.673,0.041,0.586,0.392,1.125,UNID-PSR
4FGL J2350.7+6738,117.203,5.445,63.991,0.115,1.121,0.713,0.745,UNID-PSR
4FGL J2357.7+6802,117.927,5.698,48.999,0.138,1.048,0.343,0.794,UNID-PSR
4FGL J2358.7+5646,115.717,-5.371,73.092,0.052,1.208,0.123,2.001,UNID-PSR
4FGL J0116.8+6914,125.175,6.479,122.994,0.109,1.806,1.952,0.539,UNID-PSR
4FGL J0349.6+4026,155.848,-10.796,60.688,0.077,0.766,0.196,1.008,UNID-PSR
4FGL J0359.4+5414,148.231,0.890,1379.049,0.027,0.720,21.538,1.242,young
4FGL J0444.4+1621,182.336,-18.708,46.570,0.122,0.856,0.175,1.121,UNID-PSR
4FGL J0609.1+1544,194.142,-1.925,62.822,0.348,1.651,3.936,0.417,UNID-PSR
4FGL J0631.5+1036,201.235,0.450,1899.674,0.021,0.643,39.456,2.331,young
4FGL J0633.7+0632,205.090,-0.933,14114.156,0.013,0.644,681.333,1.500,young
4FGL J0701.3-0327,217.138,0.634,37.937,0.173,0.860,0.302,1.128,UNID-PSR
4FGL J0709.1-1034,224.348,-0.925,75.970,0.091,0.347,1.571,0.282,UNID-PSR
4FGL J0802.1-5612,269.963,-13.204,739.510,0.034,0.368,2.508,0.721,young
4FGL J0813.1-5049,266.102,-9.224,51.876,0.130,0.836,0.305,0.687,UNID-PSR
4FGL J0910.3-4816,269.663,-0.073,177.323,0.159,1.090,41.221,0.291,UNID-PSR
4FGL J0941.1-5429,277.519,-1.279,1021.929,0.030,1.018,22.039,1.399,young
4FGL J0942.1-5215,276.204,0.459,37.762,0.091,0.832,0.221,1.524,UNID-PSR
4FGL J1142.8+0120,267.518,59.403,874.422,0.027,0.618,1.646,2.583,MSP
4FGL J1205.1-5951,297.289,2.513,30.364,0.155,1.386,0.160,1.956,UNID-PSR
4FGL J1231.1-1412,295.532,48.382,53594.652,0.010,0.585,1350.431,1.953,MSP
4FGL J1353.5-6128,310.273,0.536,61.269,0.071,0.916,1.855,1.782,UNID-PSR
4FGL J1408.1-6010,312.408,1.315,36.601,0.103,1.943,0.472,4.429,UNID-PSR
4FGL J1418.7-6057,313.318,0.134,19374.310,0.010,0.654,6882.258,0.906,young
4FGL J1430.9-6024,315.017,0.111,88.196,0.263,1.272,8.827,0.351,UNID-PSR
4FGL J1456.3-5419,320.536,4.147,98.077,0.124,0.606,1.147,0.616,UNID-PSR
4FGL J1513.0-3118,335.356,22.553,48.114,0.083,2.000,0.100,2.702,UNID-PSR
4FGL J1526.6-2743,340.220,23.674,210.927,0.045,0.481,0.466,1.266,MSP
4FGL J1619.4-5106,332.694,-0.601,121.708,0.069,0.288,6.656,1.138,UNID-PSR
4FGL J1623.0-0315,10.712,30.671,408.160,0.033,0.576,1.268,1.550,MSP
4FGL J1702.7-5655,332.397,-9.236,3814.772,0.018,0.536,61.008,0.447,UNID-PSR
4FGL J1704.4-4540,341.598,-2.703,65.626,0.103,1.296,1.447,1.567,UNID-PSR
4FGL J1710.1-4541,342.007,-3.551,101.784,0.101,0.532,1.721,1.090,UNID-PSR
4FGL J1722.8-0418,18.481,17.483,164.374,0.038,0.619,0.883,1.830,UNID-PSR
4FGL J1732.7-5050,340.001,-9.453,277.430,0.034,0.808,0.872,1.973,MSP
4FGL J1757.1-1926,9.467,2.517,64.150,0.129,0.757,1.623,0.816,UNID-PSR
4FGL J1758.8-2326,6.223,0.250,139.987,0.048,0.657,7.579,2.398,UNID-PSR
4FGL J1759.7-2354,5.933,-0.100,251.262,0.049,0.590,29.577,1.587,UNID-PSR
4FGL J1802.8-4719,345.592,-12.010,110.868,0.070,0.568,1.135,0.284,MSP
4FGL J1813.5+2819,55.229,20.175,182.117,0.053,1.061,0.250,2.583,UNID-PSR
4FGL J1838.9-0537,26.512,0.207,2916.864,0.015,0.689,680.339,1.705,young
4FGL J1846.9-0247,29.968,-0.346,49.903,0.115,1.000,4.396,1.784,UNID-PSR
4FGL J1853.3-0005,33.068,-0.458,55.956,0.064,0.355,1.302,1.926,young
4FGL J1857.4+0106,34.529,-0.798,761.414,0.030,1.001,138.171,2.197,UNID-PSR
4FGL J1858.3-2216,13.576,-11.391,1037.275,0.025,0.942,7.590,1.895,MSP
4FGL J1912.7+0957,44.246,-0.091,111.885,0.093,0.727,13.517,0.724,UNID-PSR
4FGL J1919.4+1313,47.976,-0.165,77.649,0.181,1.812,9.848,0.819,UNID-PSR
4FGL J1936.8-0553,32.826,-12.784,36.748,0.078,1.624,0.095,2.568,UNID-PSR
4FGL J2017.4+0602,48.630,-16.032,9137.934,0.012,0.488,103.747,2.878,MSP
4FGL J2104.0+4623,87.802,-0.196,52.861,0.117,1.078,1.377,0.612,UNID-PSR
4FGL J2117.0+1344,64.156,-23.831,183.548,0.048,0.489,0.209,1.519,MSP
4FGL J2147.7+4735,93.853,-4.678,52.398,0.129,0.773,0.239,0.778,UNID-PSR
4FGL J2229.0+6114,106.651,2.947,72692.099,0.009,0.329,4887.041,0.704,young
